geneENSTID	geneName	geneEntrezID	geneUniProtID
ENSMUSG00000002006	Pdzd4	245469	Q9QY39
ENSMUSG00000064246	Chil1	12654	Q61362
ENSMUSG00000027871	Hsd3b1	15492	P24815
ENSMUSG00000021939	Ctsb	13030	P10605
ENSMUSG00000034826	Nup54	269113	Q8BTS4
ENSMUSG00000022269	Marchf11	211147	Q8CBH7
ENSMUSG00000025991	Cps1	227231	Q8C196
ENSMUSG00000074890	Lcmt2	329504	Q8BYR1
ENSMUSG00000056629	Fkbp2	114841036;14227	P45878
ENSMUSG00000025519	Tktl2	74419	
ENSMUSG00000032177	Pde4a	18577	O89084
ENSMUSG00000020100	Slc29a3	71279	Q99P65
ENSMUSG00000029206	Nsun7	70918	Q14AW5
ENSMUSG00000006678	Pola1	18968	P33609
ENSMUSG00000021794	Glud1	14661	P26443
ENSMUSG00000031803	B3gnt3	72297	Q5JCS9
ENSMUSG00000091043	Glyatl3	435528	E9Q5L8
ENSMUSG00000050627	Gpd1l	333433	Q3ULJ0
ENSMUSG00000039787	Cercam	99151	A3KGW5
ENSMUSG00000003808	Farsa	66590	Q8C0C7
ENSMUSG00000032046	Abhd12	76192	Q99LR1
ENSMUSG00000029575	Mmab	77697	Q9D273
ENSMUSG00000005360	Slc1a3	20512	P56564
ENSMUSG00000049327	Kmt5a	67956	
ENSMUSG00000037820	Tgm2	21817	P21981
ENSMUSG00000027048	Abcb11	27413	Q9QY30
ENSMUSG00000030492	Slc7a9	30962	Q9QXA6
ENSMUSG00000022982	Sod1	20655	P08228
ENSMUSG00000052974	Cyp2f2	13107	P33267
ENSMUSG00000029326	Enoph1	67870	Q8BGB7
ENSMUSG00000021665	Hexb	15212	P20060
ENSMUSG00000053846	Lipg	16891	Q9WVG5
ENSMUSG00000005951	Shpk	74637	Q9D5J6
ENSMUSG00000054612	Mgmt	17314	P26187
ENSMUSG00000039662	Icmt	57295	
ENSMUSG00000001865	Cpa3	12873	P15089
ENSMUSG00000037216	Lipt1	623661	Q8VCM4
ENSMUSG00000065947	mt-Nd4l	17720	P03903
ENSMUSG00000046697	Enpp7	238011	Q3TIW9
ENSMUSG00000036304	Zdhhc23	332175	Q5Y5T3
ENSMUSG00000020051	Pah	18478	P16331
ENSMUSG00000056342	Usp34	17847	Q6ZQ93
ENSMUSG00000003477	Inmt	21743	P40936
ENSMUSG00000020032	Nuak1	77976	Q641K5
ENSMUSG00000009863	Sdhb	67680	Q9CQA3
ENSMUSG00000003131	Pafah1b2	18475	Q61206
ENSMUSG00000021612	Slc6a18	22598	O88576
ENSMUSG00000037514	Pank2	74450	
ENSMUSG00000022560	Slc52a2	52710	Q9D8F3
ENSMUSG00000041440	Gk5	235533	Q8BX05
ENSMUSG00000031536	Polb	18970	Q8K409
ENSMUSG00000041058	Wwp1	107568	Q8BZZ3
ENSMUSG00000037542	Aldh8a1	237320	Q8BH00
ENSMUSG00000047658	Gal3st3	545276	P61315
ENSMUSG00000073422	H2-Ke6	14979	P50171
ENSMUSG00000031980	Agt	11606	
ENSMUSG00000028078	Dclk2	70762	Q6PGN3
ENSMUSG00000031295	Phka2	110094	Q8BWJ3
ENSMUSG00000005357	Slc1a6	20513	O35544
ENSMUSG00000001380	Hars	15115	Q61035
ENSMUSG00000024387	Csnk2b	13001	P67871
ENSMUSG00000028603	Scp2	20280	P32020
ENSMUSG00000042064	Myo3b	329421	Q1EG27
ENSMUSG00000053158	Fes	14159	P16879
ENSMUSG00000019715	Gle1	74412	Q8R322
ENSMUSG00000047719	Ubiad1	71707	Q9DC60
ENSMUSG00000019822	Smpd2	20598	O70572
ENSMUSG00000027187	Cat	12359	P24270
ENSMUSG00000078451	Ppil6	73075	
ENSMUSG00000032902	Slc16a1	20501	P53986
ENSMUSG00000063275	Hacd1	30963	
ENSMUSG00000039648	Kyat1	70266	Q8BTY1
ENSMUSG00000029446	Psph	100678	Q99LS3
ENSMUSG00000042684	Npl	74091	Q9DCJ9
ENSMUSG00000028124	Gclm	14630	O09172
ENSMUSG00000009555	Cdk9	107951	Q99J95
ENSMUSG00000040274	Cdk6	12571	Q64261
ENSMUSG00000034040	Galnt17	212996	Q7TT15
ENSMUSG00000047343	Mettl21c	433294	Q8BLU2
ENSMUSG00000000730	Dnmt3l	54427	Q9CWR8
ENSMUSG00000053897	Slc39a8	67547	Q91W10
ENSMUSG00000027401	Tgm3	21818	Q08189
ENSMUSG00000039000	Ube3c	100763	Q80U95
ENSMUSG00000025786	Zdhhc3	69035	Q8R173
ENSMUSG00000035561	Aldh1b1	72535	Q9CZS1
ENSMUSG00000014786	Slc9a5	277973	
ENSMUSG00000020405	Fabp6	16204	P51162
ENSMUSG00000025220	Oga	76055	Q9EQQ9
ENSMUSG00000031016	Wee1	22390	P47810
ENSMUSG00000040479	Dgkz	104418	Q80UP3
ENSMUSG00000031766	Slc12a3	20497	P59158
ENSMUSG00000031749	St3gal2	20444	Q11204
ENSMUSG00000021228	Acot3	171281	Q9QYR7
ENSMUSG00000026904	Slc4a10	94229	Q5DTL9
ENSMUSG00000015112	Slc25a13	50799	Q9QXX4
ENSMUSG00000001827	Folr1	14275	P35846
ENSMUSG00000024073	Birc6	12211	O88738
ENSMUSG00000027605	Acss2	60525	Q9QXG4
ENSMUSG00000031388	Naa10	56292	Q9QY36
ENSMUSG00000035666	Gtf3c4	269252	Q8BMQ2
ENSMUSG00000032359	Ctsh	13036	P49935
ENSMUSG00000074004	B3gnt6	272411	Q3USF0
ENSMUSG00000025651	Uqcrc1	22273	Q9CZ13
ENSMUSG00000028672	Hmgcl	15356	P38060
ENSMUSG00000037049	Smpd1	20597	Q04519
ENSMUSG00000020329	Polrmt	216151	Q8BKF1
ENSMUSG00000025041	Nt5c2	76952	Q3V1L4
ENSMUSG00000021816	Ppp3cb	19056	P48453
ENSMUSG00000031066	Usp11	236733	Q99K46
ENSMUSG00000078591	Hs3st4	628779	
ENSMUSG00000025899	Alkbh8	67667	Q80Y20
ENSMUSG00000029272	Sult1e1	20860	
ENSMUSG00000021065	Fut8	53618	Q9WTS2
ENSMUSG00000069255	Dusp22	105352	Q99N11
ENSMUSG00000057363	Uxs1	67883	Q91XL3
ENSMUSG00000060098	Prmt7	214572	Q922X9
ENSMUSG00000031171	Ftsj1	54632	
ENSMUSG00000069668	Sult3a1	57430	
ENSMUSG00000025702	Marchf8	71779	Q9DBD2
ENSMUSG00000020456	Ogdh	18293	Q60597
ENSMUSG00000034171	Faah	14073	O08914
ENSMUSG00000032116	Stt3a	16430	P46978
ENSMUSG00000032310	Cyp1a2	13077	P00186
ENSMUSG00000024990	Rbp4	19662	Q00724
ENSMUSG00000058152	Chsy3	78923	Q5DTK1
ENSMUSG00000109350	Gm44805	105886299	Q05020
ENSMUSG00000005615	Pcyt1a	13026	P49586
ENSMUSG00000021591	Glrx	93692	Q9QUH0
ENSMUSG00000016256	Ctsz	64138	Q9WUU7
ENSMUSG00000020890	Gucy2e	14919	P52785
ENSMUSG00000059479	B3gnt8	232984	Q8R3I9
ENSMUSG00000031545	Gpat4	102247	Q8K2C8
ENSMUSG00000034612	Chst11	58250	Q9JME2
ENSMUSG00000003555	Cyp17a1	13074	P27786
ENSMUSG00000057143	Trim12c	319236	
ENSMUSG00000018659	Pnpo	103711	Q91XF0
ENSMUSG00000005089	Slc1a2	20511	P43006
ENSMUSG00000028005	Gucy1b1	54195	O54865
ENSMUSG00000040627	Aicda	11628	Q9WVE0
ENSMUSG00000000708	Kat2b	18519	Q9JHD1
ENSMUSG00000029919	Hpgds	54486	Q9JHF7
ENSMUSG00000003484	Cyp4f18	72054	Q99N16
ENSMUSG00000023828	Slc22a3	20519	Q9WTW5
ENSMUSG00000022747	St3gal6	54613	Q8VIB3
ENSMUSG00000029410	Ppef2	19023	O35385
ENSMUSG00000031400	G6pdx	14381	Q00612
ENSMUSG00000024682	Cblif	14603	P52787
ENSMUSG00000037989	Wnk2	75607	
ENSMUSG00000044951	Mylk4	238564	
ENSMUSG00000030451	Herc2	15204	Q4U2R1
ENSMUSG00000003363	Pld3	18807	O35405
ENSMUSG00000039954	Stk32a	269019	Q8BGW6
ENSMUSG00000030223	Ptpro	19277	E9Q612
ENSMUSG00000042688	Mapk6	50772	Q61532
ENSMUSG00000064354	mt-Co2	17709	P00405
ENSMUSG00000030254	Rad18	58186	Q9QXK2
ENSMUSG00000030247	Kcnj8	16523	P97794
ENSMUSG00000038526	Car14	23831	Q9WVT6
ENSMUSG00000020635	Fkbp1b	14226	Q9Z2I2
ENSMUSG00000017929	B4galt5	56336	Q9JMK0
ENSMUSG00000032279	Idh3a	67834	Q9D6R2
ENSMUSG00000030107	Usp18	24110	Q9WTV6
ENSMUSG00000022098	Bmp1	12153	P98063
ENSMUSG00000036503	Rnf13	24017	O54965
ENSMUSG00000031482	Slc25a15	18408	Q9WVD5
ENSMUSG00000063895	Nupl1		Q8R332
ENSMUSG00000026866	Kynu	70789	
ENSMUSG00000022180	Slc7a8	50934	Q9QXW9
ENSMUSG00000022781	Pak2	224105	Q8CIN4
ENSMUSG00000034926	Dhcr24	74754	Q8VCH6
ENSMUSG00000026065	Slc9a4	110895	Q8BUE1
ENSMUSG00000030660	Pik3c2a	18704	
ENSMUSG00000032454	Rbp2	19660	Q08652
ENSMUSG00000040414	Slc25a28	246696	Q8R0Z5
ENSMUSG00000020788	Atp2a3	53313	Q64518
ENSMUSG00000029134	Plb1	665270	Q3TTY0
ENSMUSG00000020520	Galnt10	171212	Q6P9S7
ENSMUSG00000033323	Ctdp1	67655	Q7TSG2
ENSMUSG00000047878	A4galt	239559	Q67BJ4
ENSMUSG00000028284	Map3k7	26409	Q62073
ENSMUSG00000042662	Dusp15	252864	Q8R4V2
ENSMUSG00000053644	Aldh7a1	110695	Q9DBF1
ENSMUSG00000035735	Dagla	269060	Q6WQJ1
ENSMUSG00000028992	Nmnat1	66454	Q9EPA7
ENSMUSG00000031169	Porcn	53627	Q9JJJ7
ENSMUSG00000028381	Ugcg	22234	O88693
ENSMUSG00000025921	Rdh10	98711	Q8VCH7
ENSMUSG00000015149	Sirt2	64383	Q8VDQ8
ENSMUSG00000031303	Map3k15	270672	A2AQW0
ENSMUSG00000018796	Acsl1	14081	P41216
ENSMUSG00000030560	Ctsc	13032	P97821
ENSMUSG00000025584	Pde8a	18584	O88502
ENSMUSG00000000253	Gmpr	66355	Q9DCZ1
ENSMUSG00000035725	Prkx	19108	Q922R0
ENSMUSG00000029635	Cdk8	264064	Q8R3L8
ENSMUSG00000026201	Stk16	20872	O88697
ENSMUSG00000070527	Mkrn3	22652	Q60764
ENSMUSG00000034765	Dusp5	240672	
ENSMUSG00000027078	Ube2l6	56791	Q9QZU9
ENSMUSG00000009376	Met	17295	
ENSMUSG00000021891	Mettl6	67011	Q8BVH9
ENSMUSG00000035834	Polr3g	67486	Q6NXY9
ENSMUSG00000021190	Lgmn	19141	O89017
ENSMUSG00000031012	Cask	12361	O70589
ENSMUSG00000067215	Usp51	635253	B1AY15
ENSMUSG00000032649	Colgalt2	269132	Q6NVG7
ENSMUSG00000029056	Pank4	269614	Q80YV4
ENSMUSG00000013629	Cad	69719	B2RQC6
ENSMUSG00000019428	Fkbp8	14232	O35465
ENSMUSG00000016327	Atp1b4	67821	Q99ME6
ENSMUSG00000054757	Akr1c20	116852	
ENSMUSG00000044894	Uqcrq	22272	Q9CQ69
ENSMUSG00000026698	Pigc	67292	Q9CXR4
ENSMUSG00000025903	Lypla1	18777	P97823
ENSMUSG00000024737	Slc15a3	65221	Q8BPX9
ENSMUSG00000049858	Suox	211389	Q8R086
ENSMUSG00000035637	Grhpr	76238	Q91Z53
ENSMUSG00000029247	Paics	67054	Q9DCL9
ENSMUSG00000049624	Slc17a5	235504	Q8BN82
ENSMUSG00000044164	Rnf182	328234	Q8C432
ENSMUSG00000057321	Usp17ld	384701	G5E8G2
ENSMUSG00000071178	Serpina1b	20701	P22599
ENSMUSG00000028542	Slc6a9	14664	P28571
ENSMUSG00000030545	Pex11a	18631	Q9Z211
ENSMUSG00000024969	Mark2	13728	
ENSMUSG00000030042	Pole4	66979	Q9CQ36
ENSMUSG00000098488	Pla2g4b	211429	
ENSMUSG00000024575	Pde6a	225600	
ENSMUSG00000000530	Acvrl1	11482	Q61288
ENSMUSG00000022615	Tymp	72962	Q99N42
ENSMUSG00000053870	Fpgt	75540	G5E8F4
ENSMUSG00000011179	Odc1	18263	P00860
ENSMUSG00000020182	Ddc	13195	O88533
ENSMUSG00000032204	Aqp9	64008	Q9JJJ3
ENSMUSG00000029186	Pi4k2b	67073	Q8CBQ5
ENSMUSG00000006818	Sod2	20656	P09671
ENSMUSG00000000409	Lck	16818	P06240
ENSMUSG00000020622	Nt5c1b	70881	Q91YE9
ENSMUSG00000035769	Xylb	102448	Q3TNA1
ENSMUSG00000022962	Gart	14450	Q64737
ENSMUSG00000026356	Dars	226414	Q922B2
ENSMUSG00000024843	Chka	12660	O54804
ENSMUSG00000027478	Dnmt3b	13436	O88509
ENSMUSG00000025648	Pfkfb4	270198	Q6DTY7
ENSMUSG00000041426	Hibch	227095	Q8QZS1
ENSMUSG00000040151	Hs2st1	23908	Q8R3H7
ENSMUSG00000062778	Chia1	81600	Q91XA9
ENSMUSG00000028167	Bdh2	69772	Q8JZV9
ENSMUSG00000057719	Sh3rf2	269016	Q8BZT2
ENSMUSG00000034088	Hdlbp	110611	Q8VDJ3
ENSMUSG00000066363	Serpina3f	238393	Q80X76
ENSMUSG00000039242	B3galnt2	97884	Q8BG28
ENSMUSG00000038173	Enpp6	320981	Q8BGN3
ENSMUSG00000034591	Slc41a2	338365	Q8BYR8
ENSMUSG00000029403	Cdkl2	53886	Q9QUK0
ENSMUSG00000039100	Marchf6	223455	Q6ZQ89
ENSMUSG00000002804	Nudt14	66174	Q9D142
ENSMUSG00000067656	Slc22a27	171405	Q76M72
ENSMUSG00000031608	Galnt7	108150	Q80VA0
ENSMUSG00000027001	Dusp19	68082	
ENSMUSG00000075270	Pde11a	241489	P0C1Q2
ENSMUSG00000053907	Mat2a	232087	Q3THS6
ENSMUSG00000006576	Slc4a3	20536	P16283
ENSMUSG00000027555	Car13	71934	Q9D6N1
ENSMUSG00000006127	Inpp5k	19062	Q8C5L6
ENSMUSG00000000326	Comt	12846	O88587
ENSMUSG00000020346	Mgat1	17308	P27808
ENSMUSG00000015134	Aldh1a3	56847	Q9JHW9
ENSMUSG00000015961	Adss	11566	P46664
ENSMUSG00000026409	Pfkfb2	18640	
ENSMUSG00000002658	Gtf2f1	98053	Q3THK3
ENSMUSG00000015335	Zdhhc12	66220	Q8VC90
ENSMUSG00000004902	Slc25a18	71803	Q9DB41
ENSMUSG00000015994	Fnta	14272	Q61239
ENSMUSG00000004099	Dnmt1	13433	P13864
ENSMUSG00000004610	Etfb	110826	Q9DCW4
ENSMUSG00000031807	Pgls	66171	Q9CQ60
ENSMUSG00000025728	Pigq	14755	Q9QYT7
ENSMUSG00000040785	Ttc3	22129	
ENSMUSG00000030235	Slco1c1	58807	Q9ERB5
ENSMUSG00000024014	Pim1	18712	P06803
ENSMUSG00000006273	Atp6v1b2	11966	P62814
ENSMUSG00000002007	Srpk3	56504	Q9Z0G2
ENSMUSG00000041733	Coq5	52064	Q9CXI0
ENSMUSG00000073987	Ggh	14590	Q9Z0L8
ENSMUSG00000024510	Ftmt	67634	Q9D5H4
ENSMUSG00000032081	Apoc3	11814	
ENSMUSG00000022994	Adcy6	11512	
ENSMUSG00000031904	Slc7a6	330836	Q8BGK6
ENSMUSG00000028394	Pole3	59001	
ENSMUSG00000021036	Sptlc2	20773	P97363
ENSMUSG00000062070	Pgk1	18655	P09411
ENSMUSG00000028098	Rnf115	67845	Q9D0C1
ENSMUSG00000020538	Srebf1	20787	Q9WTN3
ENSMUSG00000045625	Pigz	239827	Q8BTP0
ENSMUSG00000023070	Rgn	19733	Q64374
ENSMUSG00000000154	Slc22a18	18400	
ENSMUSG00000022248	Rad1	19355	Q9QWZ1
ENSMUSG00000074268	Amy2a5	109959	P00688
ENSMUSG00000025260	Hsd17b10	15108	
ENSMUSG00000049537	Tecrl	243078	Q8BFZ1
ENSMUSG00000046794	Ppp1r3b	244416	Q8C767
ENSMUSG00000041660	Bbox1	170442	Q924Y0
ENSMUSG00000021374	Nup153	218210	
ENSMUSG00000013236	Ptprs	19280	B0V2N1
ENSMUSG00000026842	Abl1	11350	P00520
ENSMUSG00000019359	Gdpd2	71584	Q9ESM6
ENSMUSG00000022218	Tgm1	21816	
ENSMUSG00000034807	Colgalt1	234407	Q8K297
ENSMUSG00000022407	Adsl	11564	P54822
ENSMUSG00000034570	Inpp5j	170835	P59644
ENSMUSG00000022822	Abcc5	27416	Q9R1X5
ENSMUSG00000028088	Fmo5	14263	P97872
ENSMUSG00000005447	Pafah1b3	18476	Q61205
ENSMUSG00000072582	Ptrh2	217057	Q8R2Y8
ENSMUSG00000004591	Pkn2	109333	Q8BWW9
ENSMUSG00000023286	Ube2j2	140499	Q6P073
ENSMUSG00000035299	Mid1	17318	O70583
ENSMUSG00000028657	Ppt1	19063	O88531
ENSMUSG00000029482	Aacs	78894	Q9D2R0
ENSMUSG00000070738	Dgkd	227333	E9PUQ8
ENSMUSG00000021594	Srd5a1	78925	
ENSMUSG00000027869	Hsd3b6	15497	O35469
ENSMUSG00000031659	Adcy7	11513	P51829
ENSMUSG00000074768	Bhmt	12116	O35490
ENSMUSG00000053675	Tgm5	74176	Q9D7I9
ENSMUSG00000031154	Otud5	54644	Q3U2S4
ENSMUSG00000020261	Slc36a1	215335	Q8K4D3
ENSMUSG00000052914	Cyp2j6	13110	O54750
ENSMUSG00000079019	Insl3	16336	
ENSMUSG00000030996	Art1	11870	Q60935
ENSMUSG00000029826	Zc3hav1	78781	Q3UPF5
ENSMUSG00000031089	Slc6a14	56774	Q9JMA9
ENSMUSG00000075704	Txnrd2	26462	
ENSMUSG00000026245	Farsb	23874	Q9WUA2
ENSMUSG00000020805	Slc13a5	237831	Q67BT3
ENSMUSG00000058207	Serpina3k	20714	
ENSMUSG00000034751	Mast4	328329	Q811L6
ENSMUSG00000021620	Acot12	74156	Q9DBK0
ENSMUSG00000002797	Ggct	110175	Q9D7X8
ENSMUSG00000036196	Slc26a8	224661	Q8R0C3
ENSMUSG00000029700	Slc13a1	55961	Q9JHI4
ENSMUSG00000001855	Nup214	227720	Q80U93
ENSMUSG00000042572	Ube2q1	70093	Q7TSS2
ENSMUSG00000039206	Daglb	231871	Q91WC9
ENSMUSG00000025358	Cdk2	12566	P97377
ENSMUSG00000035713	Usp35	244144	
ENSMUSG00000001632	Brpf1	78783	B2RRD7
ENSMUSG00000050737	Ptges	64292	Q9JM51
ENSMUSG00000029776	Hibadh	58875	Q99L13
ENSMUSG00000031823	Zdhhc7	102193	Q91WU6
ENSMUSG00000024891	Slc29a2	13340	Q61672
ENSMUSG00000001729	Akt1	11651	P31750
ENSMUSG00000005672	Kit	16590	P05532
ENSMUSG00000024383	Map3k2	26405	
ENSMUSG00000028607	Cpt2	12896	P52825
ENSMUSG00000040021	Lats1	16798	Q8BYR2
ENSMUSG00000030036	Mogs	57377	Q80UM7
ENSMUSG00000027075	Slc43a1	72401	Q8BSM7
ENSMUSG00000015090	Ptgds	19215	O09114
ENSMUSG00000028976	Slc2a5	56485	Q9WV38
ENSMUSG00000052430	Bmpr1b	12167	P36898
ENSMUSG00000022710	Usp7	252870	
ENSMUSG00000037012	Hk1	15275	P17710
ENSMUSG00000025218	Poll	56626	Q9QXE2
ENSMUSG00000032604	Qars	97541	Q8BML9
ENSMUSG00000016194	Hsd11b1	15483	P50172
ENSMUSG00000106677	Ugt2a1	94215	Q80X89
ENSMUSG00000058488	Kl	16591	O35082
ENSMUSG00000084830	Gm14539		
ENSMUSG00000038369	Ncoa6	56406	
ENSMUSG00000027957	Slc35a3	229782	Q8R1T4
ENSMUSG00000021474	Sfxn1	14057	Q99JR1
ENSMUSG00000030230	Plcz1	114875	Q8K4D7
ENSMUSG00000056131	Pgm3	109785	Q9CYR6
ENSMUSG00000021520	Uqcrb	67530	
ENSMUSG00000066036	Ubr4	69116	A2AN08
ENSMUSG00000013787	Ehmt2	110147	Q9Z148
ENSMUSG00000026600	Soat1	20652	Q61263
ENSMUSG00000028015	Ctso	229445	Q8BM88
ENSMUSG00000040010	Slc7a5	20539	Q9Z127
ENSMUSG00000059173	Pde1a	18573	Q61481
ENSMUSG00000022094	Slc39a14	213053	Q75N73
ENSMUSG00000020739	Nup85	445007	Q8R480
ENSMUSG00000027359	Slc27a2	26458	O35488
ENSMUSG00000028001	Fga	14161	E9PV24
ENSMUSG00000048970	C1galt1c1	59048	Q9JMG2
ENSMUSG00000035916	Ptprq	237523	P0C5E4
ENSMUSG00000027999	Pla2g12a	66350	Q9EPR2
ENSMUSG00000008730	Hipk1	15257	O88904
ENSMUSG00000032066	Bco2	170752	Q99NF1
ENSMUSG00000030246	Ldhb	16832	P16125
ENSMUSG00000026778	Prkcq	18761	Q02111
ENSMUSG00000021684	Pde8b	218461	E9Q4S1
ENSMUSG00000021483	Cdk20	105278	Q9JHU3
ENSMUSG00000098789	Jmjd7	433466	P0C872
ENSMUSG00000029063	Nadk	192185	P58058
ENSMUSG00000020395	Itk	16428	Q03526
ENSMUSG00000020122	Egfr	13649	Q01279
ENSMUSG00000033628	Pik3c3	225326	Q6PF93
ENSMUSG00000034640	Tiparp	99929	Q8C1B2
ENSMUSG00000042010	Acacb	100705	E9Q4Z2
ENSMUSG00000063873	Slc24a3	94249	Q99PD7
ENSMUSG00000020349	Ppp2ca	19052	P63330
ENSMUSG00000026622	Nek2	18005	O35942
ENSMUSG00000004054	Map3k11	26403	Q80XI6
ENSMUSG00000064351	mt-Co1	17708	P00397
ENSMUSG00000025792	Slc25a10	27376	Q9QZD8
ENSMUSG00000042638	Gucy2c	14917	Q3UWA6
ENSMUSG00000021322	Aoah	27052	O35298
ENSMUSG00000056536	Pign	27392	
ENSMUSG00000021713	Ppwd1	238831	Q8CEC6
ENSMUSG00000035183	Slc24a5	317750	Q8C261
ENSMUSG00000001228	Uhrf1	18140	Q8VDF2
ENSMUSG00000022797	Tfrc	22042	Q62351
ENSMUSG00000031231	Cox7b	66142	P56393
ENSMUSG00000038970	Lmtk2	231876	Q3TYD6
ENSMUSG00000024781	Lipa	16889	Q9Z0M5
ENSMUSG00000032038	St3gal4	20443	Q91Y74
ENSMUSG00000051329	Nup160	59015	Q9Z0W3
ENSMUSG00000024978	Gpam	14732	Q61586
ENSMUSG00000027303	Ptpra	19262	P18052
ENSMUSG00000025007	Aldh18a1	56454	Q9Z110
ENSMUSG00000024069	Slc30a6	210148	Q8BJM5
ENSMUSG00000024131	Slc3a1	20532	Q91WV7
ENSMUSG00000031952	Chst5	56773	Q9QUP4
ENSMUSG00000053604	Rpia	19895	P47968
ENSMUSG00000042808	Gpx2	14776;14777	
ENSMUSG00000028053	Ash1l	192195	Q99MY8
ENSMUSG00000047712	Ust	338362	Q8BUB6
ENSMUSG00000046027	Stard5	170460	Q9EPQ7
ENSMUSG00000018999	Slc35b4	58246	Q8CIA5
ENSMUSG00000000276	Dgke	56077	Q9R1C6
ENSMUSG00000033295	Ptprf	19268	A2A8L5
ENSMUSG00000024926	Kat5	81601	Q8CHK4
ENSMUSG00000058793	Cds2	110911	Q99L43
ENSMUSG00000043162	Pyurf	66459	Q9D1C3
ENSMUSG00000021210	Akr1c6	83702	P70694
ENSMUSG00000020656	Grhl1	195733	Q921D9
ENSMUSG00000001750	Tcirg1	27060	
ENSMUSG00000026094	Stk17b	98267	Q8BG48
ENSMUSG00000025059	Gk	14933	Q64516
ENSMUSG00000036067	Slc2a6	227659	Q3UDF0
ENSMUSG00000021774	Ube2e1	22194	P52482
ENSMUSG00000010122	Slc47a1	67473	Q8K0H1
ENSMUSG00000034064	Poglut1	224143	Q8BYB9
ENSMUSG00000001844	Zdhhc4	72881	Q9D6H5
ENSMUSG00000028838	Extl1	56219	Q9JKV7
ENSMUSG00000075232	Amd1	11702	P0DMN7
ENSMUSG00000040084	Bub1b	12236	Q9Z1S0
ENSMUSG00000039219	Arid4b	94246	A2CG63
ENSMUSG00000047098	Rnf31	268749	Q924T7
ENSMUSG00000061898	Rbak	57782	Q8BQC8
ENSMUSG00000013593	Ndufs2	226646	Q91WD5
ENSMUSG00000035429	Ptprh	545902	E9Q0N2
ENSMUSG00000005232	G6pc2	14378	Q9Z186
ENSMUSG00000038886	Man2a2	140481	Q8BRK9
ENSMUSG00000022991	Lalba	16770	P29752
ENSMUSG00000052155	Acvr2a	11480	P27038
ENSMUSG00000110170	St6galnac2		
ENSMUSG00000043885	Slc36a4	234967	
ENSMUSG00000024987	Cyp26a1	13082	
ENSMUSG00000047454	Gphn	268566	Q8BUV3
ENSMUSG00000048234	Rnf149	67702	Q3U2C5
ENSMUSG00000020838	Slc6a4	15567	Q60857
ENSMUSG00000052920	Prkg1	19091	P0C605
ENSMUSG00000024807	Syvn1	74126	
ENSMUSG00000028179	Cth	107869	Q8VCN5
ENSMUSG00000073563	Csnk1g3	70425	Q8C4X2
ENSMUSG00000024190	Dusp1	19252	P28563
ENSMUSG00000071645	Tut1	70044	Q8R3F9
ENSMUSG00000026692	Fmo4	226564	Q8VHG0
ENSMUSG00000003283	Hck	15162	P08103
ENSMUSG00000025283	Sat1	20229	P48026
ENSMUSG00000020142	Slc1a4	55963	O35874
ENSMUSG00000029199	Lias	79464	Q99M04
ENSMUSG00000031668	Eif2ak3	13666	
ENSMUSG00000051022	Hs3st1	15476	O35310
ENSMUSG00000027221	Chst1	76969	Q9EQC0
ENSMUSG00000020321	Mdh1	17449	P14152
ENSMUSG00000029632	Ndufa4	17992	Q62425
ENSMUSG00000039774	Galnt12	230145	Q8BGT9
ENSMUSG00000025357	Dgka	13139	O88673
ENSMUSG00000034793	G6pc3	68401	Q6NSQ9
ENSMUSG00000025350	Rdh5	19682	O55240
ENSMUSG00000024006	Stk38	106504	Q91VJ4
ENSMUSG00000030450	Oca2	18431	Q62052
ENSMUSG00000037940	Inpp4b	234515	Q6P1Y8
ENSMUSG00000024026	Glo1	109801	Q9CPU0
ENSMUSG00000031644	Nek1	18004	P51954
ENSMUSG00000014361	Mertk	17289	Q60805
ENSMUSG00000022973	Synj1	104015	
ENSMUSG00000022940	Pigp	56176	Q9JHG1
ENSMUSG00000023456	Tpi1	21991	P17751
ENSMUSG00000029596	Sdsl	257635	Q8R238
ENSMUSG00000030413	Pglyrp1	21946	O88593
ENSMUSG00000021048	Mthfd1	108156	Q922D8
ENSMUSG00000042032	Mat2b	108645	Q99LB6
ENSMUSG00000019935	Slc17a8	216227	Q8BFU8
ENSMUSG00000032096	Arcn1	213827	Q5XJY5
ENSMUSG00000041323	Ak7	78801	
ENSMUSG00000028811	Yars	107271	Q91WQ3
ENSMUSG00000047205	Dusp18	75219	Q8VE01
ENSMUSG00000004655	Aqp1	11826	Q02013
ENSMUSG00000028527	Ak4	11639	Q9WUR9
ENSMUSG00000020553	Pctp	18559	
ENSMUSG00000021279	Cdc42bpb	217866	Q7TT50
ENSMUSG00000027709	Mccc1	72039	Q99MR8
ENSMUSG00000020744	Slc25a19	67283	Q9DAM5
ENSMUSG00000030272	Camk1	52163	Q91YS8
ENSMUSG00000060038	Dhps	330817	Q3TXU5
ENSMUSG00000021259	Cyp46a1	13116	Q9WVK8
ENSMUSG00000038216	Pnmt	18948	P40935
ENSMUSG00000021786	Oxsm	71147	Q9D404
ENSMUSG00000030670	Cyp2r1	244209	Q6VVW9
ENSMUSG00000052459	Atp6v1a	11964	P50516
ENSMUSG00000003824	Syce2	71846	Q505B8
ENSMUSG00000012187	Mogat1	68393	Q91ZV4
ENSMUSG00000024597	Slc12a2	20496	
