geneSymbol	ensemblGeneId	trLength
1700113H08Rik	ENSMUSG00000047129	1034.66666666667
1700116B05Rik	ENSMUSG00000092276	365
1700116H05Rik	ENSMUSG00000117497	1583.66666666667
1700119H24Rik	ENSMUSG00000100593	588
1700119I11Rik	ENSMUSG00000082488	296
1700120B22Rik	ENSMUSG00000045391	464
1700120C14Rik	ENSMUSG00000100599	635.75
1700120C18Rik	ENSMUSG00000098086	985
1700120E14Rik	ENSMUSG00000086333	765.5
1700120G07Rik	ENSMUSG00000100717	635.5
1700120G11Rik	ENSMUSG00000086068	491
1700120K04Rik	ENSMUSG00000099579	546
1700120O09Rik	ENSMUSG00000093386	977
1700121C08Rik	ENSMUSG00000086275	677
1700121L03Rik	ENSMUSG00000099574	704
1700121L16Rik	ENSMUSG00000100364	561
1700121N20Rik	ENSMUSG00000092066	1027
1700122C19Rik	ENSMUSG00000117672	3614.5
1700122C19Rik	ENSMUSG00000117800	3614.5
1700122D07Rik	ENSMUSG00000101409	421
1700122E12Rik	ENSMUSG00000087685	428
1700122H20Rik	ENSMUSG00000099735	421
1700122O11Rik	ENSMUSG00000094928	771
1700122O11Rik	ENSMUSG00000116059	771
1700123J17Rik	ENSMUSG00000108676	1805
1700123K08Rik	ENSMUSG00000029526	1047
1700123L14Rik	ENSMUSG00000072878	1747
1700123M08Rik	ENSMUSG00000085614	584
1700123O12Rik	ENSMUSG00000086080	562.5
1700123O20Rik	ENSMUSG00000040822	980.5
1700123O21Rik	ENSMUSG00000101481	677
1700124L16Rik	ENSMUSG00000099354	668.333333333333
1700124M09Rik	ENSMUSG00000110938	305
1700125G02Rik	ENSMUSG00000085263	519
1700125G22Rik	ENSMUSG00000097584	861
1700125H03Rik	ENSMUSG00000085197	572.5
1700125H20Rik	ENSMUSG00000018479	826.5
1700126A01Rik	ENSMUSG00000099945	2061
1700126G02Rik	ENSMUSG00000107802	725
1700126H18Rik	ENSMUSG00000107014	405
1700127F24Rik	ENSMUSG00000113830	431.5
1700128A07Rik	ENSMUSG00000099794	572
1700128E19Rik	ENSMUSG00000031510	2439
1700128F08Rik	ENSMUSG00000031998	913.5
1700128I11Rik	ENSMUSG00000114991	1166
1700129C05Rik	ENSMUSG00000021977	685.5
1700129L04Rik	ENSMUSG00000100603	1206.5
1810006J02Rik	ENSMUSG00000100182	1105
1810007C17Rik	ENSMUSG00000100844	710
1810007D17Rik	ENSMUSG00000100001	742
1810008B01Rik	ENSMUSG00000089745	829
1810008I18Rik	ENSMUSG00000100094	1619
1810009A15Rik	ENSMUSG00000071653	742.6
1810009J06Rik	ENSMUSG00000094808	882
1810010H24Rik	ENSMUSG00000078607	1169.33333333333
1810010K12Rik	ENSMUSG00000056329	1266
1810012K08Rik	ENSMUSG00000087595	574
1810012K16Rik	ENSMUSG00000099825	547
1810013D15Rik	ENSMUSG00000028177	908.75
1810013L24Rik	ENSMUSG00000022507	2658.5
1810014B01Rik	ENSMUSG00000097412	1159.66666666667
1810014P07Rik	ENSMUSG00000117434	2082
1810017P11Rik	ENSMUSG00000106838	558
1810018F18Rik	ENSMUSG00000101088	1016.33333333333
1810019D21Rik	ENSMUSG00000086390	814.333333333333
1810019N24Rik	ENSMUSG00000097115	925.5
1810020O05Rik	ENSMUSG00000089997	2657.5
1810021B22Rik	ENSMUSG00000087331	492
1810024B03Rik	ENSMUSG00000044145	1815
1810026B05Rik	ENSMUSG00000101970	1412.25
1810028F09Rik	ENSMUSG00000114985	1248
1810030O07Rik	ENSMUSG00000044148	2699
1810034E14Rik	ENSMUSG00000097101	886.75
1810035K13Rik	ENSMUSG00000118223	348
1810037I17Rik	ENSMUSG00000054091	1160
1810041H14Rik	ENSMUSG00000102112	401.666666666667
1810044D09Rik	ENSMUSG00000100680	486
1810044K17Rik	ENSMUSG00000116846	536
1810046K07Rik	ENSMUSG00000036027	1306.66666666667
1810049I09Rik	ENSMUSG00000108587	504.5
1810049J17Rik	ENSMUSG00000097221	462
1810053B23Rik	ENSMUSG00000100277	966.285714285714
1810055G02Rik	ENSMUSG00000035372	1467
1810058I24Rik	ENSMUSG00000073155	1481
1810058N15Rik	ENSMUSG00000117861	712
1810059C17Rik	ENSMUSG00000086340	487
1810059H22Rik	ENSMUSG00000108207	849.875
1810062G17Rik	ENSMUSG00000027713	911
1810062O18Rik	ENSMUSG00000084925	563.25
1810063I02Rik	ENSMUSG00000085551	274
1810064F22Rik	ENSMUSG00000090925	1381
1810065E05Rik	ENSMUSG00000013653	926
1810073O08Rik	ENSMUSG00000117442	1853
2010001A14Rik	ENSMUSG00000087165	586.333333333333
2010001K21Rik	ENSMUSG00000051606	1364.5
2010001M07Rik	ENSMUSG00000111296	364
2010003K11Rik	ENSMUSG00000042041	1167
2010007H06Rik	ENSMUSG00000044694	2780
2010008C14Rik	ENSMUSG00000107761	593
2010009K17Rik	ENSMUSG00000100860	567
2010010A06Rik	ENSMUSG00000102047	534
2010013B24Rik	ENSMUSG00000087277	747
2010016I18Rik	ENSMUSG00000091575	1411.2
2010103J01Rik	ENSMUSG00000104368	388
2010106C02Rik	ENSMUSG00000100738	660
2010106E10Rik	ENSMUSG00000025528	1266.5
2010106G04Rik	ENSMUSG00000117376	311
2010109A12Rik	ENSMUSG00000029384	733
2010109P13Rik	ENSMUSG00000107558	392
2010110E17Rik	ENSMUSG00000098434	879
2010110G14Rik	ENSMUSG00000106095	527
2010110K18Rik	ENSMUSG00000097755	1188.66666666667
2010203P06Rik	ENSMUSG00000114604	508
2010204K13Rik	ENSMUSG00000063018	721.5
2010300C02Rik	ENSMUSG00000026090	2653.33333333333
2010308F09Rik	ENSMUSG00000100714	525
2010309G21Rik	ENSMUSG00000106567	458
2010310C07Rik	ENSMUSG00000101268	1534
2010315B03Rik	ENSMUSG00000074829	1182.8
2010315B03Rik	ENSMUSG00000098810	1182.8
2010320M18Rik	ENSMUSG00000100691	1009
2010320M18Rik	ENSMUSG00000111367	1009
2010320O07Rik	ENSMUSG00000089983	514
2200002A13Rik	ENSMUSG00000108479	709
2200002D01Rik	ENSMUSG00000030587	954.5
2200002J24Rik	ENSMUSG00000013083	530.75
2200007N16Rik	ENSMUSG00000108787	238
2210009P08Rik	ENSMUSG00000116929	465
2210010C04Rik	ENSMUSG00000029882	2142
2210011K15Rik	ENSMUSG00000101791	1741
2210016F16Rik	ENSMUSG00000021550	3051
2210016L21Rik	ENSMUSG00000029559	1050.4
2210017I01Rik	ENSMUSG00000103523	822
2210020O09Rik	ENSMUSG00000116714	509
2210039B01Rik	ENSMUSG00000113800	1044
2210404E10Rik	ENSMUSG00000114772	585
2210406H18Rik	ENSMUSG00000109036	1108
2210406O10Rik	ENSMUSG00000039563	1148
2210407C18Rik	ENSMUSG00000037145	841.666666666667
2210408F21Rik	ENSMUSG00000087380	602.133333333333
2210408I21Rik	ENSMUSG00000071252	1664.4
2210409D07Rik	ENSMUSG00000118322	458
2210409E12Rik	ENSMUSG00000081766	346
2210411M09Rik	ENSMUSG00000085563	643
2210412B16Rik	ENSMUSG00000107216	498
2210414B05Rik	ENSMUSG00000085394	872
2210414F02Rik	ENSMUSG00000111043	396
2210417A02Rik	ENSMUSG00000086494	550
2210418O10Rik	ENSMUSG00000078894	1770.5
2210420H20Rik	ENSMUSG00000101773	629
2300002M23Rik	ENSMUSG00000039269	1368
2300003K06Rik	ENSMUSG00000078257	1265
2300009A05Rik	ENSMUSG00000032403	855.75
2310001H17Rik	ENSMUSG00000097354	1525.83333333333
2310001K20Rik	ENSMUSG00000108514	951
2310001K24Rik	ENSMUSG00000053353	599.5
2310002D06Rik	ENSMUSG00000112701	508
2310002F09Rik	ENSMUSG00000097178	1326
2310002L09Rik	ENSMUSG00000028396	1105
2310003L06Rik	ENSMUSG00000007457	1603
2310003N18Rik	ENSMUSG00000110916	458
2310005A03Rik	ENSMUSG00000087254	1398
2310005E17Rik	ENSMUSG00000099446	1187
2310008N11Rik	ENSMUSG00000100335	511.2
2310009B15Rik	ENSMUSG00000079283	850.666666666667
2310010J17Rik	ENSMUSG00000097162	397.666666666667
2310011J03Rik	ENSMUSG00000020133	1649
2310014F06Rik	ENSMUSG00000085945	1565
2310015A10Rik	ENSMUSG00000097729	836.75
2310015A16Rik	ENSMUSG00000117879	773
2310015D24Rik	ENSMUSG00000099411	1746.5
2310015K22Rik	ENSMUSG00000101257	1461
2310016D03Rik	ENSMUSG00000102098	1547
2310016D23Rik	ENSMUSG00000085965	388
2310016G11Rik	ENSMUSG00000070574	862.5
2310020H05Rik	ENSMUSG00000100410	720
2310022A10Rik	ENSMUSG00000049643	1368.5
2310022B05Rik	ENSMUSG00000031983	3307
2310026I22Rik	ENSMUSG00000097710	1307
2310026L22Rik	ENSMUSG00000078519	400
2310030A07Rik	ENSMUSG00000099447	610
2310030G06Rik	ENSMUSG00000032062	1097
2310033P09Rik	ENSMUSG00000020441	1285
2310034C09Rik	ENSMUSG00000068078	946
2310034G01Rik	ENSMUSG00000099655	1373
2310034O05Rik	ENSMUSG00000100157	807.5
2310039H08Rik	ENSMUSG00000062619	762
2310039L15Rik	ENSMUSG00000100550	1704
2310040G07Rik	ENSMUSG00000072852	505.5
2310040G24Rik	ENSMUSG00000101655	651
2310043L19Rik	ENSMUSG00000101746	698
2310043M15Rik	ENSMUSG00000097768	1580
2310043O21Rik	ENSMUSG00000102106	622
2310043O21Rik	ENSMUSG00000115984	622
2310043P16Rik	ENSMUSG00000108732	3881
2310044K18Rik	ENSMUSG00000085080	618
2310046K23Rik	ENSMUSG00000102308	677
2310047D07Rik	ENSMUSG00000100783	721
2310050C09Rik	ENSMUSG00000090314	1078
2310057J18Rik	ENSMUSG00000015519	1095
2310057M21Rik	ENSMUSG00000040177	2895.33333333333
2310057N15Rik	ENSMUSG00000048830	1028
2310058D17Rik	ENSMUSG00000085379	3201
2310061I04Rik	ENSMUSG00000050705	881.555555555556
2310061N02Rik	ENSMUSG00000050704	794
2310065F04Rik	ENSMUSG00000087410	1886.5
2310067P03Rik	ENSMUSG00000114372	1032
2310068J16Rik	ENSMUSG00000100084	1130
2310069B03Rik	ENSMUSG00000100291	1117
2310074N15Rik	ENSMUSG00000105858	582
2310075C17Rik	ENSMUSG00000089718	326
2310079G19Rik	ENSMUSG00000045331	881
2310081O03Rik	ENSMUSG00000085020	759
2400006E01Rik	ENSMUSG00000106223	520
2410002F23Rik	ENSMUSG00000045411	1645.5
2410003I16Rik	ENSMUSG00000116947	452
2410003L11Rik	ENSMUSG00000085860	627
2410004B18Rik	ENSMUSG00000036873	836
2410004I01Rik	ENSMUSG00000085338	1187
2410004P03Rik	ENSMUSG00000071398	1634.33333333333
2410006H16Rik	ENSMUSG00000086841	462
2410012E07Rik	ENSMUSG00000099528	1357
2410017I17Rik	ENSMUSG00000038311	1691.33333333333
2410018L13Rik	ENSMUSG00000073164	1488.4
2410021H03Rik	ENSMUSG00000100572	764
2410022M11Rik	ENSMUSG00000100017	1911
2410024N13Rik	ENSMUSG00000054379	669
2410080I02Rik	ENSMUSG00000044387	414
2410124H12Rik	ENSMUSG00000051297	706
2410131K14Rik	ENSMUSG00000032840	5649
2410137M14Rik	ENSMUSG00000064308	794.5
2410141K09Rik	ENSMUSG00000074832	979
2410152P15Rik	ENSMUSG00000084825	871
2410152P15Rik	ENSMUSG00000107003	871
2500002B13Rik	ENSMUSG00000096917	1458
2500004C02Rik	ENSMUSG00000073236	909
2510002D24Rik	ENSMUSG00000071632	891.75
2510009E07Rik	ENSMUSG00000043391	2125.5
2510016D11Rik	ENSMUSG00000106825	985
2510017J16Rik	ENSMUSG00000104891	1263
2510039O18Rik	ENSMUSG00000044496	2731
2510046G10Rik	ENSMUSG00000066175	700
2600002D14Rik	ENSMUSG00000116797	292
2600006K01Rik	ENSMUSG00000039798	1406
2600014E21Rik	ENSMUSG00000100303	1371.6
2610001A08Rik	ENSMUSG00000103828	867
2610001J05Rik	ENSMUSG00000052419	1656.75
2610002M06Rik	ENSMUSG00000031242	3397.5
2610005L07Rik	ENSMUSG00000071793	2478.5
2610008E11Rik	ENSMUSG00000060301	1795.25
2610011E03Rik	ENSMUSG00000104936	2235
2610011E03Rik	ENSMUSG00000111804	2235
2610012C04Rik	ENSMUSG00000102474	1023
2610016A17Rik	ENSMUSG00000101089	559.333333333333
2610017A05Rik	ENSMUSG00000107909	1661
2610020C07Rik	ENSMUSG00000097537	1186.75
2610021A01Rik	ENSMUSG00000091474	1092
2610024D14Rik	ENSMUSG00000084362	294
2610027F03Rik	ENSMUSG00000099957	1154
2610027K06Rik	ENSMUSG00000087013	1213
2610028D06Rik	ENSMUSG00000110997	1713
2610028E06Rik	ENSMUSG00000085562	2414.6
2610028H24Rik	ENSMUSG00000009114	1552
2610034O05Rik	ENSMUSG00000104429	855
2610035D17Rik	ENSMUSG00000087259	1511.5
2610035F20Rik	ENSMUSG00000085555	1524.5
2610037D02Rik	ENSMUSG00000097536	2723
2610042L04Rik	ENSMUSG00000079388	1242.5
2610044O15Rik8	ENSMUSG00000071302	939.5
2610105M22Rik	ENSMUSG00000103259	1153
2610203C22Rik	ENSMUSG00000079671	1308.6
2610204G07Rik	ENSMUSG00000084860	992
2610206C17Rik	ENSMUSG00000085236	765.666666666667
2610300A13Rik	ENSMUSG00000103531	503
2610300M13Rik	ENSMUSG00000107479	1133
2610301B20Rik	ENSMUSG00000059482	1166.8
2610303G11Rik	ENSMUSG00000046995	517
2610306M01Rik	ENSMUSG00000100164	1042
2610306O10Rik	ENSMUSG00000108614	612
2610307P16Rik	ENSMUSG00000085936	817.285714285714
2610316D01Rik	ENSMUSG00000097040	751.666666666667
2610318M16Rik	ENSMUSG00000114532	578
2610318N02Rik	ENSMUSG00000049916	772.625
2610507B11Rik	ENSMUSG00000010277	1605.875
2610507I01Rik	ENSMUSG00000085882	1360
2610509F24Rik	ENSMUSG00000103968	838
2610528A11Rik	ENSMUSG00000096001	729.5
2610528J11Rik	ENSMUSG00000028536	847
2700029L08Rik	ENSMUSG00000106691	1465
2700033N17Rik	ENSMUSG00000086328	721
2700038G22Rik	ENSMUSG00000097180	846.5
2700046A07Rik	ENSMUSG00000041789	1455
2700046G09Rik	ENSMUSG00000097787	1647
2700049A03Rik	ENSMUSG00000034601	3563.66666666667
2700054A10Rik	ENSMUSG00000117042	2487.33333333333
2700062C07Rik	ENSMUSG00000024273	809.6
2700068H02Rik	ENSMUSG00000086172	1872
2700069I18Rik	ENSMUSG00000086224	677
2700078F05Rik	ENSMUSG00000103722	3244
2700080J24Rik	ENSMUSG00000108671	1662
2700081O15Rik	ENSMUSG00000053080	2294.83333333333
2700089I24Rik	ENSMUSG00000100119	1827
2700097O09Rik	ENSMUSG00000062198	1793.25
2700099C18Rik	ENSMUSG00000098090	1096.75
2810001G20Rik	ENSMUSG00000087497	930
2810002D19Rik	ENSMUSG00000045464	2040
2810004N23Rik	ENSMUSG00000031984	2694.66666666667
2810006K23Rik	ENSMUSG00000047635	1657
2810013P06Rik	ENSMUSG00000099881	2137
2810021J22Rik	ENSMUSG00000020491	2145
2810025M15Rik	ENSMUSG00000049881	569.5
2810029C07Rik	ENSMUSG00000096995	1688
2810030D12Rik	ENSMUSG00000099338	890.75
2810032G03Rik	ENSMUSG00000037735	2288.5
2810039B14Rik	ENSMUSG00000099034	1490.33333333333
2810047C21Rik1	ENSMUSG00000092574	1047
2810049E08Rik	ENSMUSG00000100891	1102
2810402E24Rik	ENSMUSG00000099966	3040
2810403D21Rik	ENSMUSG00000086629	1255.33333333333
2810403G07Rik	ENSMUSG00000114656	1622
2810404F17Rik	ENSMUSG00000085329	1704
2810404M03Rik	ENSMUSG00000102046	1245
2810405F15Rik	ENSMUSG00000103562	932
2810405F17Rik	ENSMUSG00000101493	1117
2810407A14Rik	ENSMUSG00000055972	1935.5
2810408A11Rik	ENSMUSG00000018570	1428.66666666667
2810408I11Rik	ENSMUSG00000087213	883.666666666667
2810410L24Rik	ENSMUSG00000075389	1630.5
2810414N06Rik	ENSMUSG00000100594	1381
2810428J06Rik	ENSMUSG00000105981	2696
2810429I04Rik	ENSMUSG00000097709	1554.84615384615
2810430I11Rik	ENSMUSG00000085766	3416
2810432F15Rik	ENSMUSG00000104987	657
2810432F15Rik	ENSMUSG00000111391	657
2810433D01Rik	ENSMUSG00000086283	767.5
2810442N19Rik	ENSMUSG00000090260	679.5
2810454H06Rik	ENSMUSG00000100876	3148
2810455O05Rik	ENSMUSG00000085030	1691
2810457G06Rik	ENSMUSG00000115410	1367
2810459M11Rik	ENSMUSG00000026227	2278
2810471M01Rik	ENSMUSG00000084966	1597
2900002M20Rik	ENSMUSG00000103004	330
2900005J15Rik	ENSMUSG00000043833	1919
2900009J06Rik	ENSMUSG00000102014	481.5
2900018N21Rik	ENSMUSG00000104244	1580
2900022M07Rik	ENSMUSG00000102386	1017
2900024D18Rik	ENSMUSG00000113932	569
2900026A02Rik	ENSMUSG00000051339	7326
2900027M19Rik	ENSMUSG00000109162	4448
2900035J10Rik	ENSMUSG00000103776	532
2900037B21Rik	ENSMUSG00000103663	337
2900040C04Rik	ENSMUSG00000115625	459
2900041M22Rik	ENSMUSG00000054418	1784
2900042G08Rik	ENSMUSG00000114195	650
2900042K21Rik	ENSMUSG00000103669	653
2900045O20Rik	ENSMUSG00000111938	1292
2900052L18Rik	ENSMUSG00000043993	1588
2900052N01Rik	ENSMUSG00000099696	2410.66666666667
2900057B20Rik	ENSMUSG00000117797	1016
2900060B14Rik	ENSMUSG00000107722	347
2900060N12Rik	ENSMUSG00000113621	2194
2900064F13Rik	ENSMUSG00000106746	1008
2900064K03Rik	ENSMUSG00000105771	3113
2900069G24Rik	ENSMUSG00000102276	1311
2900072N19Rik	ENSMUSG00000087018	806
2900076A07Rik	ENSMUSG00000097277	635.625
2900076G11Rik	ENSMUSG00000107015	631
2900078I11Rik	ENSMUSG00000111358	999
2900079G21Rik	ENSMUSG00000087038	1966.5
2900089D17Rik	ENSMUSG00000087484	1448.5
2900092C05Rik	ENSMUSG00000030385	887
2900092N22Rik	ENSMUSG00000104034	1409
2900092O11Rik	ENSMUSG00000104419	755
2900093K20Rik	ENSMUSG00000099632	567
2900097C17Rik	ENSMUSG00000102869	2627
3000002C10Rik	ENSMUSG00000070282	2199.66666666667
3010001F23Rik	ENSMUSG00000084885	729
3010003L21Rik	ENSMUSG00000085355	1738
3100003L05Rik	ENSMUSG00000086254	664
3110001I22Rik	ENSMUSG00000079737	1418.33333333333
3110004A20Rik	ENSMUSG00000085588	385
3110006O06Rik	ENSMUSG00000114649	4086
3110009E18Rik	ENSMUSG00000026388	628
3110009F21Rik	ENSMUSG00000113331	1625
3110009M11Rik	ENSMUSG00000109163	892
3110015C05Rik	ENSMUSG00000114824	940
3110018I06Rik	ENSMUSG00000060375	1005
3110021N24Rik	ENSMUSG00000094958	1812
3110031N09Rik	ENSMUSG00000107291	326
3110039M20Rik	ENSMUSG00000104861	627.5
3110040M04Rik	ENSMUSG00000114582	945
3110040N11Rik	ENSMUSG00000025102	548.8
3110043J17Rik	ENSMUSG00000112260	760
3110045C21Rik	ENSMUSG00000097503	1090.5
3110053B16Rik	ENSMUSG00000085642	1034
3110056K07Rik	ENSMUSG00000085622	1191.66666666667
3110062G12Rik	ENSMUSG00000103634	1419
3110067C02Rik	ENSMUSG00000081187	2117
3110070M22Rik	ENSMUSG00000074635	1128
3110080E11Rik	ENSMUSG00000109625	3477
3110080O07Rik	ENSMUSG00000103284	1021
3110082I17Rik	ENSMUSG00000053553	1198
3110082J24Rik	ENSMUSG00000086815	547
3110083C13Rik	ENSMUSG00000097303	882.5
3110099E03Rik	ENSMUSG00000085582	1501.66666666667
3200001D21Rik	ENSMUSG00000113434	2283
3222401L13Rik	ENSMUSG00000073590	4561.5
3300002A11Rik	ENSMUSG00000033731	536
3300002I08Rik	ENSMUSG00000063364	840
3300002P13Rik	ENSMUSG00000107585	1092
3300002P13Rik	ENSMUSG00000108281	1092
3300005D01Rik	ENSMUSG00000096965	656.5
3425401B19Rik	ENSMUSG00000071540	2968
3632454L22Rik	ENSMUSG00000089759	2391
3732407C23Rik	ENSMUSG00000113009	3540
3830403N18Rik	ENSMUSG00000031125	1022
3830406C13Rik	ENSMUSG00000033111	1143.63157894737
3830408C21Rik	ENSMUSG00000071181	1440.66666666667
3830417A13Rik	ENSMUSG00000031179	1000.5
3830422I06Rik	ENSMUSG00000106485	1181
3830432H09Rik	ENSMUSG00000101731	1993
3930402G23Rik	ENSMUSG00000038917	1833.5
4430402I18Rik	ENSMUSG00000064202	1391
4631405J19Rik	ENSMUSG00000075027	1473
4631422I05Rik	ENSMUSG00000114655	1763
4632404H12Rik	ENSMUSG00000042579	3731
4632404M16Rik	ENSMUSG00000106296	2882
4632411P08Rik	ENSMUSG00000097561	3237
4632415L05Rik	ENSMUSG00000048106	3588
4632418H02Rik	ENSMUSG00000111605	2721
4632427E13Rik	ENSMUSG00000074024	3717.75
4632428C04Rik	ENSMUSG00000097184	2428
4632432E15Rik	ENSMUSG00000102705	2439
4632433K11Rik	ENSMUSG00000116184	1129
4633401B06Rik	ENSMUSG00000105597	1073
4731419I09Rik	ENSMUSG00000097004	2820
4732414G09Rik	ENSMUSG00000086943	1415
4732416N19Rik	ENSMUSG00000107402	3479
4732419C18Rik	ENSMUSG00000097203	3536
4732440D04Rik	ENSMUSG00000090031	2174
4732463B04Rik	ENSMUSG00000097762	2932
4732465J04Rik	ENSMUSG00000101517	2747.5
4732471J01Rik	ENSMUSG00000053714	1436.5
4732487G21Rik	ENSMUSG00000097488	2664
4732490B19Rik	ENSMUSG00000085421	2446
4732491K20Rik	ENSMUSG00000097350	3174
4732496C06Rik	ENSMUSG00000108456	2500
4831440D22Rik	ENSMUSG00000110138	2929
4833403J16Rik	ENSMUSG00000107481	1031
4833404L02Rik	ENSMUSG00000108807	908
4833405L11Rik	ENSMUSG00000113544	1387.5
4833407H14Rik	ENSMUSG00000097779	1494
4833408A19Rik	ENSMUSG00000118132	995
4833411C07Rik	ENSMUSG00000109089	1449.5
4833412C05Rik	ENSMUSG00000097697	966.5
4833412C15Rik	ENSMUSG00000116298	2071
4833412K13Rik	ENSMUSG00000104018	1479
4833413E03Rik	ENSMUSG00000013562	963.333333333333
4833413G10Rik	ENSMUSG00000104950	1946
4833415N18Rik	ENSMUSG00000115936	1168
4833417C18Rik	ENSMUSG00000086015	1269
4833418N02Rik	ENSMUSG00000085287	1334
4833418N17Rik	ENSMUSG00000052779	615
4833419F23Rik	ENSMUSG00000117401	552
4833419O12Rik	ENSMUSG00000116922	1064
4833420G17Rik	ENSMUSG00000062822	2322.33333333333
4833421G17Rik	ENSMUSG00000103996	844
4833421K07Rik	ENSMUSG00000108519	1391
4833422C13Rik	ENSMUSG00000074782	2225.66666666667
4833422M21Rik	ENSMUSG00000097619	1785.25
4833427F10Rik	ENSMUSG00000092171	1475
4833427G06Rik	ENSMUSG00000032057	973
4833428L15Rik	ENSMUSG00000097074	950
4833438C02Rik	ENSMUSG00000118087	1058.5
4833439L19Rik	ENSMUSG00000025871	1127.11111111111
4833445I07Rik	ENSMUSG00000103103	1110.5
4921501I09Rik	ENSMUSG00000111916	384
4921504A21Rik	ENSMUSG00000097626	1456
4921504E06Rik	ENSMUSG00000026734	1762
4921507G05Rik	ENSMUSG00000097650	1653
4921507P07Rik	ENSMUSG00000029828	2378
4921508D12Rik	ENSMUSG00000027345	1075
4921508M14Rik	ENSMUSG00000052376	1099
4921509A06Rik	ENSMUSG00000091147	392
4921509C19Rik	ENSMUSG00000061525	2684
4921509O07Rik	ENSMUSG00000114790	2567
4921511C10Rik	ENSMUSG00000104585	1463
4921511C20Rik	ENSMUSG00000049815	1606
4921511E07Rik	ENSMUSG00000104133	827
4921511I17Rik	ENSMUSG00000114136	1341
4921513H07Rik	ENSMUSG00000107042	2238
4921513I03Rik	ENSMUSG00000044544	1012.5
4921513I08Rik	ENSMUSG00000108788	866
4921514A10Rik	ENSMUSG00000097620	2115
4921515E04Rik	ENSMUSG00000098150	1594.75
4921515L22Rik	ENSMUSG00000112406	1537
4921516A02Rik	ENSMUSG00000112652	4560
4921517D16Rik	ENSMUSG00000116877	2040
4921517D22Rik	ENSMUSG00000049902	2052.5
4921518K17Rik	ENSMUSG00000085851	3390
4921520N01Rik	ENSMUSG00000114342	3335
4921521D15Rik	ENSMUSG00000104703	1927
4921522A10Rik	ENSMUSG00000114770	736
4921522P10Rik	ENSMUSG00000040467	2101
4921523L03Rik	ENSMUSG00000093749	1186
4921524J17Rik	ENSMUSG00000036934	801.333333333333
4921524L21Rik	ENSMUSG00000039540	1101.33333333333
4921525O09Rik	ENSMUSG00000113211	2068.5
4921527H02Rik	ENSMUSG00000106150	1673
4921528I07Rik	ENSMUSG00000064299	2432
4921529L05Rik	ENSMUSG00000108060	1064.25
4921531C22Rik	ENSMUSG00000085704	1253
4921531P14Rik	ENSMUSG00000118333	938
4921533I20Rik	ENSMUSG00000117460	1313.5
4921534A09Rik	ENSMUSG00000110910	2495
4921534H16Rik	ENSMUSG00000090255	2115
4921536K21Rik	ENSMUSG00000020434	2590
4921539E11Rik	ENSMUSG00000028520	2162.33333333333
4921539H07Rik	ENSMUSG00000104586	2325
4922502N22Rik	ENSMUSG00000108128	1149
4930401A07Rik	ENSMUSG00000110794	553
4930401C15Rik	ENSMUSG00000112444	865
4930401G09Rik	ENSMUSG00000086352	637
4930401O10Rik	ENSMUSG00000085528	787
4930401O12Rik	ENSMUSG00000087460	841
4930402C01Rik	ENSMUSG00000104382	663
4930402D18Rik	ENSMUSG00000115231	1549
4930402F06Rik	ENSMUSG00000079421	1261
4930402F11Rik	ENSMUSG00000108885	1047.25
4930402H05Rik	ENSMUSG00000107397	2829
4930402H24Rik	ENSMUSG00000027309	1382.70588235294
4930402K13Rik	ENSMUSG00000045797	1781
4930403D09Rik	ENSMUSG00000087122	635
4930403O18Rik	ENSMUSG00000116730	1252
4930403P22Rik	ENSMUSG00000102762	713
4930404A05Rik	ENSMUSG00000116611	712
4930404A12Rik	ENSMUSG00000106082	641.5
4930404H11Rik	ENSMUSG00000113630	1019
4930404H24Rik	ENSMUSG00000079001	331
4930404I05Rik	ENSMUSG00000087354	1826.5
4930404I20Rik	ENSMUSG00000107679	498
4930404K13Rik	ENSMUSG00000115639	743
4930404N11Rik	ENSMUSG00000020234	855
4930404O17Rik	ENSMUSG00000115490	857
4930405A10Rik	ENSMUSG00000114412	957
4930405A21Rik	ENSMUSG00000086638	769
4930405D01Rik	ENSMUSG00000116689	850
4930405D11Rik	ENSMUSG00000085940	594
4930405G09Rik	ENSMUSG00000109453	1060
4930405H06Rik	ENSMUSG00000090146	791
4930405J17Rik	ENSMUSG00000110754	620
4930405L22Rik	ENSMUSG00000106602	585
4930405N21Rik	ENSMUSG00000104705	1200
4930405O22Rik	ENSMUSG00000090565	894
4930406D18Rik	ENSMUSG00000086923	628.5
4930407G08Rik	ENSMUSG00000086713	698
4930407I10Rik	ENSMUSG00000075524	4675
4930407I19Rik	ENSMUSG00000112210	923
4930408K08Rik	ENSMUSG00000105638	1436
4930408O17Rik	ENSMUSG00000021101	876
4930412B13Rik	ENSMUSG00000086221	1276
4930412C18Rik	ENSMUSG00000085558	1900.8
4930412E21Rik	ENSMUSG00000102203	778
4930412F09Rik	ENSMUSG00000085321	1017
4930412F12Rik	ENSMUSG00000110289	1471
4930412L05Rik	ENSMUSG00000087192	952
4930412M03Rik	ENSMUSG00000051008	1111
4930412O13Rik	ENSMUSG00000025783	872.5
4930413E15Rik	ENSMUSG00000107144	1290
4930413F20Rik	ENSMUSG00000115526	1096
4930413G21Rik	ENSMUSG00000108452	993
4930414F18Rik	ENSMUSG00000116520	2188
4930414N06Rik	ENSMUSG00000118204	720.666666666667
